loss,mae,val_loss,val_mae
0.00818713754415512,0.05260123312473297,0.0015750324819236994,0.008724595420062542
0.004155342001467943,0.034819863736629486,0.0017911195755004883,0.021072285249829292
0.003708014264702797,0.030341269448399544,0.0015292013995349407,0.012370619922876358
0.0035087743308395147,0.027664944529533386,0.001468332135118544,0.008395222947001457
0.0033230516128242016,0.025377502664923668,0.0014937861124053597,0.011951092630624771
0.0032950621098279953,0.02376226894557476,0.001453096279874444,0.009950906038284302
0.0031713431235402822,0.022008320316672325,0.0014360824134200811,0.008458391763269901
0.0030868437606841326,0.020797081291675568,0.0014601978473365307,0.01235917117446661
0.0030804844573140144,0.019745612516999245,0.001381521113216877,0.008305075578391552
0.0028404612094163895,0.018516436219215393,0.00129407097119838,0.008451133966445923
0.002704809419810772,0.01761401817202568,0.0012592594139277935,0.008181477896869183
0.002728035906329751,0.017042938619852066,0.001243164180777967,0.00781440082937479
0.0026502134278416634,0.01645040512084961,0.001234158524312079,0.008775250054895878
0.0026421945076435804,0.01601027324795723,0.0011993148364126682,0.008301736786961555
0.00256315222941339,0.015407918021082878,0.0011810770956799388,0.008251386694610119
0.0025377022102475166,0.015305034816265106,0.0011784264352172613,0.007562960498034954
0.0025364679750055075,0.015236985869705677,0.001205855282023549,0.010429851710796356
0.0025246739387512207,0.015134351328015327,0.0011729607358574867,0.00819336622953415
0.0025319582782685757,0.015066373161971569,0.0011723239440470934,0.008139959536492825
0.002518080873414874,0.015060296282172203,0.001171285635791719,0.007802698761224747
0.002540414687246084,0.015037549659609795,0.0011745181400328875,0.009086905978620052
0.0024966131895780563,0.014880568720400333,0.0011706012301146984,0.008670153096318245
0.002532897749915719,0.015029441565275192,0.0011553103104233742,0.007840430364012718
0.002512577688321471,0.014904743991792202,0.0011553331278264523,0.008216382004320621
0.002518453635275364,0.014931055717170238,0.0011588881025090814,0.007322537712752819
0.0025135655887424946,0.015040267258882523,0.0011536285746842623,0.007184548303484917
0.0025010297540575266,0.014876016415655613,0.001158052938990295,0.007656706962734461
0.0025114817544817924,0.014882560819387436,0.0011517179664224386,0.007566581945866346
0.002485718112438917,0.014824998565018177,0.0011642840690910816,0.009067516773939133
0.002507080789655447,0.014935126528143883,0.0011506227310746908,0.008536971174180508
0.002506371820345521,0.014884116128087044,0.0011530837509781122,0.009119894355535507
0.002488343045115471,0.014907891862094402,0.0011403800453990698,0.0073466915637254715
0.002467201557010412,0.014728209003806114,0.001149196526966989,0.00731334462761879
0.0025219214148819447,0.014951136894524097,0.001144603593274951,0.008386186324059963
0.002473758300766349,0.014899896457791328,0.0011434779735282063,0.008072901517152786
0.002463768934831023,0.01479271985590458,0.001137291081249714,0.0077871535904705524
0.0024889486376196146,0.014999075792729855,0.0011629153741523623,0.010234572924673557
0.0025051541160792112,0.014935309067368507,0.001130006625317037,0.007998282089829445
0.002443698002025485,0.014719954691827297,0.0011334000155329704,0.008502006530761719
0.0024580443277955055,0.01475604623556137,0.0011306353844702244,0.007579308934509754
0.002459208481013775,0.014821691438555717,0.0011397345224395394,0.008858458139002323
0.0024308422580361366,0.014765474013984203,0.0011314909206703305,0.0083182817324996
0.002481343224644661,0.014878319576382637,0.0011255551362410188,0.007330547086894512
0.002464195480570197,0.014740074053406715,0.0011222476605325937,0.007470689248293638
0.0024383177515119314,0.014758345670998096,0.0011133707594126463,0.007287035696208477
0.002463138895109296,0.014820636250078678,0.0011155861429870129,0.00719444639980793
0.002427107887342572,0.014803851954638958,0.0011203627800568938,0.00789090245962143
0.002437200862914324,0.014693493954837322,0.00112221110612154,0.008071660064160824
0.0024049016647040844,0.014623885974287987,0.0011116288369521499,0.007421022746711969
0.002429388929158449,0.014655061066150665,0.0011071935296058655,0.007935667410492897
0.002419248688966036,0.014700664207339287,0.001106731011532247,0.007685616612434387
0.002421744167804718,0.01474302913993597,0.0011068109888583422,0.008089019916951656
0.002439243718981743,0.014786677435040474,0.0011230341624468565,0.009103710763156414
0.002419545780867338,0.014841861091554165,0.0011102970456704497,0.008011823520064354
0.0023222805466502905,0.014344386756420135,0.0011070329928770661,0.007315084803849459
0.0024440970737487078,0.014838932082057,0.001103623304516077,0.00741619011387229
0.0023879888467490673,0.014687196351587772,0.001102769048884511,0.008328170515596867
0.0023786001838743687,0.014641926623880863,0.0011003150139003992,0.0073037962429225445
0.002403481397777796,0.014715527184307575,0.0011030356399714947,0.008395910263061523
0.0023463463876396418,0.014537343755364418,0.0011044832644984126,0.007167149800807238
0.0023882610257714987,0.014610379002988338,0.001101939706131816,0.006982131395488977
0.0023732648696750402,0.014627964235842228,0.0011005508713424206,0.007312793750315905
0.002381620928645134,0.014666215516626835,0.001095590996555984,0.00769580015912652
0.002341439016163349,0.01449904777109623,0.0010911765275523067,0.007340848445892334
0.002355017466470599,0.014639308676123619,0.001093081897124648,0.007326696068048477
0.0023158257827162743,0.014458349905908108,0.0010975039331242442,0.007877279072999954
0.002355378121137619,0.014612637460231781,0.0010950956493616104,0.007218288257718086
0.0023297325242310762,0.014509518630802631,0.0010925986571237445,0.007210773881524801
0.0023646545596420765,0.014627878554165363,0.0010975055629387498,0.00809269119054079
0.0023103461135178804,0.014490204863250256,0.001092972932383418,0.007107527460902929
0.002366166329011321,0.014639835804700851,0.0010989545844495296,0.008018207736313343
0.0022616256028413773,0.014372101053595543,0.001090359059162438,0.00704931141808629
0.0023431808222085238,0.01459342148154974,0.0010982233798131347,0.00787301640957594
0.0023143060971051455,0.014492819085717201,0.0010897041065618396,0.0073500340804457664
0.0023093402851372957,0.014501180499792099,0.0010879123583436012,0.007111451122909784
0.0022730682976543903,0.014358260668814182,0.0010911733843386173,0.008254214189946651
0.0023094150237739086,0.014499664306640625,0.001095998683013022,0.008074015378952026
0.002281896537169814,0.014451615512371063,0.0010929410345852375,0.007998142391443253
0.0022642433177679777,0.014351061545312405,0.0010993873002007604,0.008202549070119858
0.0022888893727213144,0.014479151926934719,0.0010818694718182087,0.007522770669311285
0.0022810837253928185,0.014445429667830467,0.0010823688935488462,0.0074842204339802265
0.0022927881218492985,0.014557955786585808,0.0010886985110118985,0.007803770713508129
0.0022228998132050037,0.014287103898823261,0.0010881106136366725,0.0071096764877438545
0.0022615990601480007,0.014292201958596706,0.001089182449504733,0.007585363928228617
0.0022761784493923187,0.014454769901931286,0.0010860050097107887,0.007219033781439066
0.0022747982293367386,0.014441982842981815,0.001086856471374631,0.008138134144246578
0.0022243461571633816,0.01430036872625351,0.0010857518063858151,0.007598319090902805
0.0022583850659430027,0.014370490796864033,0.001094547100365162,0.008773085661232471
0.0022432017140090466,0.014368441887199879,0.0010912801371887326,0.007304526399821043
0.0022362947929650545,0.014353691600263119,0.0010792622342705727,0.007393575739115477
0.002241823123767972,0.014353404752910137,0.0010912705911323428,0.009014233946800232
0.002244184724986553,0.01434721052646637,0.0010812467662617564,0.007029165513813496
0.0022082917857915163,0.014235404320061207,0.0010849530808627605,0.007583081256598234
0.002225864212960005,0.014344566501677036,0.0010809216182678938,0.006874503567814827
0.0022692582570016384,0.01445707120001316,0.0010873863939195871,0.007082418072968721
0.0021725031547248363,0.014167023822665215,0.001084281480871141,0.007994811981916428
0.002238557441160083,0.014378300867974758,0.0010858008172363043,0.007644093595445156
0.0021917945705354214,0.014211451634764671,0.0010802049655467272,0.007682974450290203
0.0022033394780009985,0.014268321916460991,0.0010891325073316693,0.007434781175106764
0.0022241908591240644,0.014314884319901466,0.0010925962124019861,0.007921694777905941
